Close,High,Low,Open,Volume
SO,SO,SO,SO,SO
48.74764633178711,50.49684676452267,48.41094607315795,50.406512013940414,4774300
49.067928314208984,49.248597839338686,48.67374282250513,48.88725878907929,3905200
50.266910552978516,50.58718607541595,49.150050071765406,49.32250877306146,4102500
50.209415435791016,50.54611567904962,49.938414329123,50.40650971285552,4690300
50.56254959106445,50.677519968145894,49.90557377009352,50.15193931136914,3965800
50.266910552978516,50.68573479978737,49.889149841011694,50.25048576558328,2873300
48.3041877746582,50.21763297266059,48.041397474984294,50.13550904607032,7012200
49.035072326660156,49.256802224125785,48.3288222382972,48.337036197114855,3949500
48.48486328125,49.0186547729686,48.43558891919732,48.928323141600494,3776700
48.994014739990234,49.15004550669098,48.00854951676152,48.24670421281075,4107900
50.14372253417969,50.209418542127466,49.182892964695334,49.527807187720406,6270300
49.80702590942383,50.20121138403549,49.40462647527636,49.91378232172796,5151000
49.1746826171875,49.75774839899537,48.952952714378696,49.273228196422245,3530400
49.38820266723633,49.716692135606884,48.969381571136225,49.04329154488421,3079400
50.11087417602539,50.12729896158651,48.92831780999242,49.16646936885986,4013100
49.018653869628906,50.045179564833376,49.018653869628906,50.00411916356676,3222800
48.07424545288086,49.01043625604083,47.737545196784595,48.86261632578322,5062700
48.48486328125,49.49496420802089,48.16458775967726,48.24670856372386,2764400
48.38631057739258,48.67373963333049,47.80324477157819,48.254915422100495,3464500
48.542335510253906,49.08434081729131,48.14815011720007,48.690155424237474,3257200
48.97758865356445,49.848083485297664,48.40273369422017,48.698373566609085,3391700
48.82155990600586,49.182895802334805,48.70658953593336,48.94474110278027,3165000
49.55244064331055,49.659200175876954,48.82155496520958,48.90367575474847,3223600
49.99591064453125,50.291550559632036,49.55245077188007,49.79060549601215,3087200
49.872718811035156,50.32438944339088,49.79059801704592,50.04517435803702,3550200
49.79882049560547,50.00412566132462,49.60994011906883,49.954854426485284,2077400
50.03696823120117,50.27512294192794,49.7495422925363,50.0287542714063,3022400
50.332611083984375,50.52149144515178,49.76596686777419,50.078031571432845,4502600
49.876155853271484,50.374089437784136,49.386522903004455,50.16661790234496,4867000
49.212257385253906,49.87616579788042,49.20395991511827,49.80147590359962,3039600
49.18735122680664,49.32013288076501,48.905189816424574,49.27033857336899,2933200
49.66869354248047,50.07533922040128,49.17076303125477,49.22885481870561,4530700
49.22055435180664,49.68528862311717,49.02968089526628,49.59400062960552,3194800
49.20396041870117,49.43632757405738,48.49855515088188,49.228855995127894,4076100
48.89690017700195,50.03384670829271,48.88860270678573,49.145868604199386,3990600
48.44877243041992,48.90520935035352,48.24959828704521,48.772427643358924,5076900
47.93423080444336,48.67283226312617,47.81804723015493,48.365772055918214,4064300
47.07115936279297,48.41557449412531,47.0462606171512,48.17490666943632,6092400
47.950836181640625,48.61474784813579,47.527595501727134,47.527595501727134,3210700
47.99231719970703,48.4072602714703,47.39479816332331,47.97571909694477,3574200
47.79315185546875,47.95082911184266,47.35331313216549,47.71846196228848,3859400
47.64377212524414,48.70602557104623,47.32011697633663,47.975727909939785,4843400
48.423866271972656,48.6645340683647,47.35331530821329,47.77655594517418,4435200
49.46952819824219,49.68529726663486,48.63964180851362,49.08778121875073,7440100
49.303550720214844,49.75998760542173,49.16247155228914,49.54421853513378,4703100
49.61060333251953,49.95915723407263,49.20396080743352,49.30354627969222,4075700
49.19566345214844,49.917666880027085,49.1707678738648,49.436331261441325,3351000
49.660404205322266,49.97576193581921,49.23716351804296,49.44463512599204,4062400
50.60647201538086,50.730956241006304,49.67700013887772,49.79318372771994,3470200
50.830535888671875,50.99651378186952,50.30770663311705,50.44048831452216,4410500
50.37410354614258,50.85543599697155,50.34920480219666,50.83054041879091,3850300
50.1251335144043,50.548374132171844,49.64379794344808,50.38239623991919,4042900
49.544212341308594,50.025544745206794,48.57324373198615,49.6271997043295,8891400
49.53591537475586,49.7018932788569,49.195662095943064,49.37823810703073,3026900
50.316009521484375,50.59817100282262,49.39483518047527,49.59400612861688,3601400
50.36579513549805,50.863728782610636,49.95085201245328,50.02554190123193,3485600
50.93842315673828,51.295274527240274,50.39069831272024,50.62306546904151,4303700
51.17079162597656,51.237184052780435,50.51518065723153,50.90522825029139,2929100
51.7185173034668,51.95088446943162,51.104403174626846,51.17079243671742,4505600
51.07120132446289,51.47784382002412,50.74754618879767,51.469546350340465,3008300
51.58572769165039,51.685313152375805,51.038002909013514,51.1458890048288,4346900
51.72682189941406,51.72682189941406,51.104407086564954,51.66042946647608,3396300
52.00067138671875,52.257937259383816,51.618924478194906,51.618924478194906,3104000
52.37411880493164,52.407315012852315,51.66871363255814,51.82639403729903,2879900
52.116859436035156,52.58159690753772,51.95088154151531,52.399020906989385,2311400
52.166656494140625,52.55670409188451,52.01727669780319,52.233045755976605,3717500
52.05876922607422,52.39902249556104,52.01727554262756,52.257943338689365,2641800
52.19154739379883,52.465411384460054,51.975778354964305,52.13345560773704,3240900
52.74757766723633,52.996542939657054,51.867896994533574,51.867896994533574,4413500
53.02143859863281,53.054634812543966,52.498609309710375,52.59819795144383,3455000
53.519371032714844,53.618959677962366,52.847165089003276,53.0463360479677,4773900
53.9509162902832,54.15838788895054,53.58576425053886,53.94261565350791,5307800
53.87621307373047,54.05878905921089,53.44467501566454,53.95920043125897,3555000
54.84718322753906,55.10445228926139,53.79323039896722,53.86792345931566,4870900
54.548423767089844,55.104446012278856,54.266259161236285,54.92187003170232,3331700
54.025596618652344,54.7227043998861,53.98410610275853,54.46543534261259,3975400
54.21648406982422,54.47374684689632,53.98411687356152,54.09199983424599,3885800
53.66044998168945,54.324355207733554,53.54426007731363,54.324355207733554,3924700
53.38658905029297,53.65215242224289,53.26210483466921,53.59406063248917,2967900
53.3948860168457,53.63555382397525,53.18741442430615,53.436382867965825,3610200
54.07538986206055,54.22476330540254,53.1957061515821,53.27039920478258,5034800
54.91356658935547,54.96336406521285,53.95090192034283,54.249661449371004,5414000
54.813995361328125,55.35341641780963,54.631419353244404,54.92187830631837,3764600
55.12105178833008,55.36171959808801,54.648016805435,54.955077045098,3815300
54.3160514831543,55.02145984728394,53.83472227939258,54.94676679382797,4259400
54.813995361328125,54.91357767007902,54.133488814898996,54.432242072681994,3333600
54.98825454711914,55.19572607132036,54.60650770237231,54.706089981810685,3608800
55.029754638671875,55.5442863876674,55.013159699717626,55.14593820594029,3753400
54.60652542114258,55.15424713036419,54.299465186339376,55.02146860418612,4057700
53.411476135253906,54.548422504277546,53.36997929280013,54.4820300889632,3781500
54.548423767089844,54.90527509325416,53.444673580171234,53.5359615704595,3533700
54.58196258544922,54.95919674859276,54.53166640256358,54.623880335021,3859600
54.020294189453125,55.051404191564735,53.9867612728987,54.58195615130253,4449900
53.78557205200195,54.305316287413696,53.73526947753462,54.028674512968685,4955800
53.63467788696289,53.65144434706638,52.82990698924696,53.41672030136805,4758900
53.70173645019531,54.129273155669495,53.47539725067962,53.65144027158073,3520000
53.96999740600586,54.14604043998799,53.525697406562784,53.8694050413021,6245500
54.00352096557617,54.30531079887847,53.8358627896302,54.179563969044274,2566200
53.718505859375,54.01191089285823,53.425097628016744,53.98676280366682,3634500
53.41671371459961,53.70173390758754,53.3161149663834,53.64305610127375,2895300
53.36642074584961,53.626296079787615,53.257440354472344,53.601144790777305,5675000
53.584373474121094,53.768801320063154,53.425096914909766,53.651439308236384,3754600
53.17360305786133,53.802330822350115,53.07300751094807,53.76041307975104,4008900
53.56761932373047,53.97000160535555,53.073019905575975,53.374806616794785,3012600
54.03704833984375,54.221476151925785,53.2909586606019,53.60951491841422,3245100
53.94483947753906,54.29692548129751,53.91130656350263,54.171185048347624,2950200
54.21310043334961,54.43106119295137,53.894547319893086,54.070590334888784,5518800
53.18199157714844,54.322088447317356,53.14846185575024,54.322088447317356,4757400
53.34126663208008,53.41671409484186,52.87181539735402,53.165220420385985,4454800
53.550846099853516,53.601142279767394,53.215523310343734,53.43348408288763,3162600
53.52569580078125,53.62629455821758,53.22390912209781,53.450248331641596,3123400
53.47539520263672,53.76880022623485,53.265819272102355,53.45862874444898,3300900
53.919700622558594,54.221490504806624,53.500548718964154,53.56761455851938,3155700
52.796363830566406,54.13765159786056,52.77959737371433,53.96160859772575,4200200
53.106544494628906,53.349653364319366,52.58679703360551,52.82152107447893,4425800
51.513763427734375,52.888580995367825,51.45508242408233,52.84666644959849,6549300
52.39399337768555,52.74607947820332,51.589222406894436,51.74011736365222,4303000
52.04188919067383,52.595169440541675,52.008356279075905,52.27661317611035,3626200
51.530540466308594,52.02513988284185,51.329346128280015,51.98322213059074,4500900
51.11976623535156,51.62275044288384,51.077851684192694,51.589217522806635,4963900
51.58082962036133,51.63951062806225,50.792825232752534,51.111381558754,4703900
51.547298431396484,51.90776609791325,51.42155159112029,51.76525599695022,2363300
50.683841705322266,51.69818843025874,50.53294678119743,51.32095431782153,4097100
50.725765228271484,50.87666017910004,50.398827234101425,50.6754690432456,4155200
