Attack_Day,Window_Size,Sharpe_Before_Attack,Sharpe_After_Attack
0,50,0.2627827660133117,0.2627827660133117
0,40,0.2627827660133117,0.2627827660133117
0,30,0.2627827660133117,0.2627827660133117
1,50,0.2627827660133117,0.2627827660133117
1,40,0.2627827660133117,0.2627827660133117
1,30,0.2627827660133117,0.2627827660133117
2,50,0.2627827660133117,0.2627827660133117
2,40,0.2627827660133117,0.2627827660133117
2,30,0.2627827660133117,0.2627827660133117
3,50,0.2627827660133117,0.2627827660133117
3,40,0.2627827660133117,0.2627827660133117
3,30,0.2627827660133117,0.2627827660133117
4,50,0.2627827660133117,0.2627827660133117
4,40,0.2627827660133117,0.2627827660133117
4,30,0.2627827660133117,0.2627827660133117
5,50,0.2627827660133117,0.2627827660133117
5,40,0.2627827660133117,0.2627827660133117
5,30,0.2627827660133117,0.2627827660133117
6,50,0.2627827660133117,0.2627827660133117
6,40,0.2627827660133117,0.2627827660133117
6,30,0.2627827660133117,0.2627827660133117
7,50,0.2627827660133117,0.2627827660133117
7,40,0.2627827660133117,0.2627827660133117
7,30,0.2627827660133117,0.2627827660133117
8,50,0.2627827660133117,0.5163631913031583
8,40,0.2627827660133117,0.5163631913031583
8,30,0.2627827660133117,0.5163631913031583
9,50,0.2627827660133117,0.5163631913031583
9,40,0.2627827660133117,0.5163631913031583
9,30,0.2627827660133117,0.5163631913031583
10,50,0.2627827660133117,0.5163631913031583
10,40,0.2627827660133117,0.5163631913031583
10,30,0.2627827660133117,0.5163631913031583
11,50,0.2627827660133117,0.5163631913031583
11,40,0.2627827660133117,0.5163631913031583
11,30,0.2627827660133117,0.5163631913031583
12,50,0.2627827660133117,0.5163631913031583
12,40,0.2627827660133117,0.5163631913031583
12,30,0.2627827660133117,0.5163631913031583
13,50,0.2627827660133117,0.5163631913031583
13,40,0.2627827660133117,0.5163631913031583
13,30,0.2627827660133117,0.5163631913031583
14,50,0.2627827660133117,0.5163631913031583
14,40,0.2627827660133117,0.5163631913031583
14,30,0.2627827660133117,0.5163631913031583
15,50,0.2627827660133117,0.5163631913031583
15,40,0.2627827660133117,0.5163631913031583
15,30,0.2627827660133117,0.5163631913031583
16,50,0.2627827660133117,0.5163631913031583
16,40,0.2627827660133117,0.5163631913031583
16,30,0.2627827660133117,0.5163631913031583
17,50,0.2627827660133117,0.5163631913031583
17,40,0.2627827660133117,0.5163631913031583
17,30,0.2627827660133117,0.5163631913031583
18,50,0.2627827660133117,0.5147658796144029
18,40,0.2627827660133117,0.5147658796144029
18,30,0.2627827660133117,0.5147658796144029
19,50,0.2627827660133117,0.5147658796144029
19,40,0.2627827660133117,0.5147658796144029
19,30,0.2627827660133117,0.5147658796144029
20,50,0.2627827660133117,-0.9306147789492908
20,40,0.2627827660133117,-0.9306147789492908
20,30,0.2627827660133117,0.5147658796144029
21,50,0.2627827660133117,-0.9306147789492908
21,40,0.2627827660133117,-0.9306147789492908
21,30,0.2627827660133117,0.5147658796144029
22,50,0.2627827660133117,-0.9306147789492908
22,40,0.2627827660133117,-0.9306147789492908
22,30,0.2627827660133117,0.5147658796144029
23,50,0.2627827660133117,-0.9306147789492908
23,40,0.2627827660133117,-0.9306147789492908
23,30,0.2627827660133117,0.5147658796144029
24,50,0.2627827660133117,-0.9306147789492908
24,40,0.2627827660133117,-0.9306147789492908
24,30,0.2627827660133117,0.5147658796144029
25,50,0.2627827660133117,-0.7022441691435766
25,40,0.2627827660133117,-0.7022441691435766
25,30,0.2627827660133117,0.5131656927474599
26,50,0.2627827660133117,-0.7022441691435766
26,40,0.2627827660133117,-0.7022441691435766
26,30,0.2627827660133117,0.5131656927474599
27,50,0.2627827660133117,-0.7022441691435766
27,40,0.2627827660133117,-0.7022441691435766
27,30,0.2627827660133117,0.5131656927474599
28,50,0.2627827660133117,-0.7022441691435766
28,40,0.2627827660133117,-0.7022441691435766
28,30,0.2627827660133117,0.5131656927474599
29,50,0.2627827660133117,-0.7022441691435766
29,40,0.2627827660133117,-0.7022441691435766
29,30,0.2627827660133117,0.5131656927474599
30,50,0.2627827660133117,-1.3247240810062175
30,40,0.2627827660133117,-0.7022441691435766
30,30,0.2627827660133117,0.5131656927474599
31,50,0.2627827660133117,-1.3247240810062175
31,40,0.2627827660133117,-0.7022441691435766
31,30,0.2627827660133117,0.5131656927474599
32,50,0.2627827660133117,-1.3247240810062175
32,40,0.2627827660133117,-0.7022441691435766
32,30,0.2627827660133117,0.5131656927474599
33,50,0.2627827660133117,-1.3247240810062175
33,40,0.2627827660133117,-0.7022441691435766
33,30,0.2627827660133117,0.5115602668603435
34,50,0.2627827660133117,-1.324682471083621
34,40,0.2627827660133117,-0.7022241916844336
34,30,0.2627827660133117,0.5099555311282805
35,50,0.2627827660133117,-1.324682471083621
35,40,0.2627827660133117,-0.7022241916844336
35,30,0.2627827660133117,0.5099555311282805
36,50,0.2627827660133117,-1.324682471083621
36,40,0.2627827660133117,-0.7022241916844336
36,30,0.2627827660133117,0.5099555311282805
37,50,0.2627827660133117,-1.324682471083621
37,40,0.2627827660133117,-0.7022241916844336
37,30,0.2627827660133117,0.5099555311282805
38,50,0.2627827660133117,-1.324682471083621
38,40,0.2627827660133117,-0.7022241916844336
38,30,0.2627827660133117,0.5099555311282805
39,50,0.2627827660133117,-1.324682471083621
39,40,0.2627827660133117,-0.7022241916844336
39,30,0.2627827660133117,0.5099555311282805
40,50,0.2627827660133117,-1.324682471083621
40,40,0.2627827660133117,-0.7022241916844336
40,30,0.2627827660133117,0.5099555311282805
41,50,0.2627827660133117,-1.324682471083621
41,40,0.2627827660133117,-0.7022241916844336
41,30,0.2627827660133117,0.5099555311282805
42,50,0.2627827660133117,-1.324682471083621
42,40,0.2627827660133117,-0.7022241916844336
42,30,0.2627827660133117,0.5099555311282805
43,50,0.2627827660133117,-1.324682471083621
43,40,0.2627827660133117,-0.7022241916844336
43,30,0.2627827660133117,0.5099555311282805
44,50,0.2627827660133117,-1.324682471083621
44,40,0.2627827660133117,-0.7022241916844336
44,30,0.2627827660133117,0.5099555311282805
45,50,0.2627827660133117,-1.324682471083621
45,40,0.2627827660133117,-0.7022241916844336
45,30,0.2627827660133117,0.5099555311282805
46,50,0.2627827660133117,-1.324682471083621
46,40,0.2627827660133117,-0.7022241916844336
46,30,0.2627827660133117,0.5099555311282805
47,50,0.2627827660133117,-1.324682471083621
47,40,0.2627827660133117,-0.7022241916844336
47,30,0.2627827660133117,0.5099555311282805
48,50,0.2627827660133117,-1.324682471083621
48,40,0.2627827660133117,-0.7022241916844336
48,30,0.2627827660133117,0.5099555311282805
49,50,0.2627827660133117,-1.324682471083621
49,40,0.2627827660133117,-0.7022241916844336
49,30,0.2627827660133117,0.5099555311282805
50,50,0.2627827660133117,-1.324682471083621
50,40,0.2627827660133117,-0.7022241916844336
50,30,0.2627827660133117,0.5099555311282805
51,50,0.2627827660133117,-1.324682471083621
51,40,0.2627827660133117,-0.7022241916844336
51,30,0.2627827660133117,0.5099555311282805
52,50,0.2627827660133117,-1.324682471083621
52,40,0.2627827660133117,-0.7022241916844336
52,30,0.2627827660133117,0.5099555311282805
53,50,0.2627827660133117,-1.324682471083621
53,40,0.2627827660133117,-0.7022241916844336
53,30,0.2627827660133117,0.5099555311282805
54,50,0.2627827660133117,-1.324682471083621
54,40,0.2627827660133117,-0.7022241916844336
54,30,0.2627827660133117,0.5099555311282805
55,50,0.2627827660133117,-1.324682471083621
55,40,0.2627827660133117,-0.7022241916844336
55,30,0.2627827660133117,0.5099555311282805
56,50,0.2627827660133117,-1.324682471083621
56,40,0.2627827660133117,-0.7022241916844336
56,30,0.2627827660133117,0.5099555311282805
57,50,0.2627827660133117,-1.324682471083621
57,40,0.2627827660133117,-0.7022241916844336
57,30,0.2627827660133117,0.5099555311282805
58,50,0.2627827660133117,-1.324682471083621
58,40,0.2627827660133117,-0.7022241916844336
58,30,0.2627827660133117,0.5099555311282805
59,50,0.2627827660133117,-1.324682471083621
59,40,0.2627827660133117,-0.7022241916844336
59,30,0.2627827660133117,0.5099555311282805
60,50,0.2627827660133117,-1.324682471083621
60,40,0.2627827660133117,-0.7022241916844336
60,30,0.2627827660133117,0.5099555311282805
61,50,0.2627827660133117,-1.3248173562560768
61,40,0.2627827660133117,-0.702182901723332
61,30,0.2627827660133117,0.5099555311282805
62,50,0.2627827660133117,-1.3248173562560768
62,40,0.2627827660133117,-0.702182901723332
62,30,0.2627827660133117,0.5099555311282805
63,50,0.2627827660133117,-1.3248173562560768
63,40,0.2627827660133117,-0.702182901723332
63,30,0.2627827660133117,0.5099555311282805
64,50,0.2627827660133117,-1.3248173562560768
64,40,0.2627827660133117,-0.702182901723332
64,30,0.2627827660133117,0.5099555311282805
65,50,0.2627827660133117,-1.3249522567937946
65,40,0.2627827660133117,-0.7021324284005114
65,30,0.2627827660133117,0.5083461739263111
66,50,0.2627827660133117,-1.3249522567937946
66,40,0.2627827660133117,-0.7021324284005114
66,30,0.2627827660133117,0.5083461739263111
67,50,0.2627827660133117,-1.3249522567937946
67,40,0.2627827660133117,-0.7021324284005114
67,30,0.2627827660133117,0.5083461739263111
68,50,0.2627827660133117,-1.3249522567937946
68,40,0.2627827660133117,-0.7021324284005114
68,30,0.2627827660133117,0.5083461739263111
69,50,0.2627827660133117,-0.3780414001858753
69,40,0.2627827660133117,-0.7019852007777355
69,30,0.2627827660133117,0.5083461739263111
70,50,0.2627827660133117,-0.3780414001858753
70,40,0.2627827660133117,-0.7019852007777355
70,30,0.2627827660133117,0.5083461739263111
71,50,0.2627827660133117,-0.3780414001858753
71,40,0.2627827660133117,-0.7019852007777355
71,30,0.2627827660133117,0.5083461739263111
72,50,0.2627827660133117,-0.3780414001858753
72,40,0.2627827660133117,-0.7019852007777355
72,30,0.2627827660133117,0.5083461739263111
73,50,0.2627827660133117,-0.3780414001858753
73,40,0.2627827660133117,-0.7019852007777355
73,30,0.2627827660133117,0.5067389203467969
74,50,0.2627827660133117,-0.3780414001858753
74,40,0.2627827660133117,-0.7019852007777355
74,30,0.2627827660133117,0.5067389203467969
75,50,0.2627827660133117,-0.3780414001858753
75,40,0.2627827660133117,-0.7019852007777355
75,30,0.2627827660133117,0.5067389203467969
76,50,0.2627827660133117,-0.3780414001858753
76,40,0.2627827660133117,-0.7019852007777355
76,30,0.2627827660133117,0.5067389203467969
77,50,0.2627827660133117,-0.3780414001858753
77,40,0.2627827660133117,-0.7019852007777355
77,30,0.2627827660133117,0.5067389203467969
78,50,0.2627827660133117,-0.3780414001858753
78,40,0.2627827660133117,-0.7019852007777355
78,30,0.2627827660133117,0.5067389203467969
79,50,0.2627827660133117,-0.3780414001858753
79,40,0.2627827660133117,-0.7019852007777355
79,30,0.2627827660133117,0.5067389203467969
80,50,0.2627827660133117,-0.37717343732552794
80,40,0.2627827660133117,-0.7019652077457625
80,30,0.2627827660133117,0.20493301756921262
81,50,0.2627827660133117,-0.37717343732552794
81,40,0.2627827660133117,-0.7019652077457625
81,30,0.2627827660133117,0.20493301756921262
82,50,0.2627827660133117,-0.37717343732552794
