Attack_Day,Baseline_CR,CR_Omega_30,CR_Omega_40,CR_Omega_50
32,23.70794562747103,22.3584158385142,24.400269597353784,24.400269597353784
33,23.70794562747103,23.128531809070477,24.027403359887057,23.322530225750317
34,23.70794562747103,24.111137768658406,22.152173194554656,23.17798284099211
35,23.70794562747103,24.111137768658402,22.152173194554656,23.181156870547568
36,23.70794562747103,24.111137768658406,22.152173194554656,23.181156870547568
37,23.70794562747103,24.111137768658406,22.152173194554656,23.181156870547568
38,23.70794562747103,24.111137768658406,22.152173194554656,23.181156870547568
39,23.70794562747103,24.111137768658406,22.152173194554656,23.181156870547568
40,23.70794562747103,24.111137768658406,22.152173194554656,23.181156870547568
41,23.70794562747103,24.111137768658406,23.905678448308567,24.779850058645497
42,23.70794562747103,24.111137768658406,23.905678448308567,24.779850058645497
43,23.70794562747103,24.110857879200037,23.905052027410367,24.779223637747293
44,23.70794562747103,22.520027986879857,22.31533442316073,23.13755584096688
45,23.70794562747103,22.519544487830366,22.315683752919846,23.137905170725993
46,23.70794562747103,22.519529332015992,22.315678461665424,23.137899879471572
47,23.70794562747103,22.51951387308533,22.315673064585912,23.13789448239206
48,23.70794562747103,22.51949810497606,22.31566755956481,23.13788897737096
49,23.70794562747103,22.519482021504597,22.31566194444329,23.137883362249436
50,23.70794562747103,23.49011347862738,23.280447290945215,24.141849363617855
51,23.70794562747103,23.490561874861665,23.280935911555858,24.142337984228497
52,23.70794562747103,23.490569640180684,23.280931981116076,24.142334053788716
53,23.70794562747103,23.490562030168046,23.280935832947062,24.1423379056197
54,23.70794562747103,23.49056979238094,23.280931904079456,24.142417193920142
55,23.70794562747103,23.490562185412305,23.280935754369708,24.142421044210398
56,23.70794562747103,23.33833369547297,23.133168478208464,23.99789100937151
57,23.70794562747103,23.338341609763138,23.133164472366488,23.997887003529534
58,23.70794562747103,23.338333853758773,23.133168398091623,23.997890929254666
59,23.70794562747103,23.33832594263432,23.133172402331265,23.99789493349431
60,23.70794562747103,23.33833401198126,24.123908103486283,23.997890849169874
61,23.70794562747103,23.338326104021256,24.12391210612423,23.997894851807825
62,23.70794562747103,23.32438136267893,24.121219741157194,24.018364048378196
63,23.70794562747103,23.46348133692569,24.05787783316922,24.128601785683927
64,23.70794562747103,23.533048087221385,24.057959750300782,24.128683702815493
65,23.70794562747103,23.533052707528228,24.058043305774973,24.128767258289685
66,23.70794562747103,23.53542184766527,24.06989612279629,24.140620075311002
67,23.70794562747103,23.534971722337737,23.91057783008743,24.138871383807878
68,23.70794562747103,23.534920668732333,23.91026199282181,24.138555546542257
69,23.70794562747103,23.534870636199038,23.909952472301494,23.32859803272375
70,23.70794562747103,23.53491966808167,23.910255802411402,23.328893351563497
71,23.70794562747103,23.534969680601954,23.910565199123504,23.329194576780036
72,23.70794562747103,23.534918667831263,23.91024961447716,23.328887327059164
73,23.70794562747103,23.633156245330348,23.98142843719799,23.269861064944177
74,23.70794562747103,23.6264055440564,23.982459380505993,23.27016819176516
75,23.70794562747103,23.62645755626929,23.982781148086723,23.270481461122557
76,23.70794562747103,23.62651060872644,22.405748153948007,24.35609511591021
77,23.70794562747103,23.626456495220147,22.405714025910104,24.355766600024012
78,23.70794562747103,23.626509526456314,22.405747471387247,24.333844357313524
79,23.70794562747103,23.626823393452174,22.405921228226042,24.334544584982126
80,23.70794562747103,23.62920302813305,22.558457915243103,24.33693858679063
81,23.70794562747103,23.62926460471787,22.55849625655703,24.337287823604505
82,23.70794562747103,23.629327412834392,22.558535364697242,24.33252231786093
83,23.70794562747103,22.670317937760156,21.640030400228294,23.34688304655872
84,23.70794562747103,22.670397534467508,21.628857150993642,23.347328408444156
85,23.70794562747103,22.67031634582601,21.62880747298062,23.34687413932101
86,23.70794562747103,22.670395910694676,21.628856157433383,23.347319323061694
87,23.70794562747103,22.678182331620587,21.63265899136301,23.351371982156127
88,23.70794562747103,20.877041193861672,20.117221551498726,21.56259890210273
89,23.70794562747103,21.058338286686748,20.075815832033545,21.599769121719298
90,23.70794562747103,21.058424410259402,20.07586852965091,21.600251002917325
91,23.70794562747103,21.822624606049057,20.97480565906258,21.727881888065138
92,23.70794562747103,21.822610964490163,20.974769532865405,21.72745697651467
93,23.70794562747103,21.82262433321788,20.973670205679042,21.7270049367897
94,23.70794562747103,21.822610697115607,20.973634093932343,21.72658019520385
95,23.70794562747103,21.82259733373538,20.973598704420578,21.65788112585944
96,23.70794562747103,21.822610429848,20.969272310544362,21.66273272627059
97,23.70794562747103,21.822597071813128,20.969236935188402,21.663709615596
98,23.70794562747103,21.822610162687305,21.060197473733147,21.71004667765856
99,23.70794562747103,21.822623515378964,21.061621518543653,21.71041402373184
100,23.70794562747103,21.82263713512446,21.06307404425037,21.71078871672659
101,23.70794562747103,22.39821506406246,21.621838739846314,21.4094515558548
102,23.70794562747103,22.393554342773786,21.628464478526062,21.280384135617496
103,23.70794562747103,22.396059838415553,21.63182971076391,21.28078176282106
104,23.70794562747103,22.396074580866088,21.63340197130209,21.281187342568703
105,23.70794562747103,22.646041546918845,23.31402901828891,21.292739141734078
106,23.70794562747103,22.649087310754524,22.358774409773975,20.418545591981434
107,23.70794562747103,22.648972192814114,22.364410683134132,21.29230788995713
108,23.70794562747103,22.649085008395716,22.36283782737613,21.292822648911347
109,23.70794562747103,22.64920008028895,22.361233514502963,21.293347703044642
110,23.70794562747103,22.649317453620046,22.359597115372335,21.33703987960018
111,23.70794562747103,21.81689731487026,21.537862251990784,21.44008485016602
112,23.70794562747103,21.817019430083935,21.536159742335283,21.440642041812712
113,23.70794562747103,21.81689487256599,21.537896302183896,21.440073706333088
114,23.70794562747103,21.8167728061984,21.53959813083554,21.439516737563057
115,23.70794562747103,21.816892431238635,21.53793033875693,21.440062566957685
116,23.70794562747103,21.817014448779673,21.536229190836742,21.440619312940207
117,23.70794562747103,21.843072346484217,21.560945522361724,21.444899372610184
118,23.70794562747103,21.843199293533917,21.55917564806557,21.4454786111304
119,23.70794562747103,21.843328779524608,21.557370376283483,21.44606943442102
120,23.70794562747103,21.84266579152843,21.555613700807733,21.444593141933403
121,23.70794562747103,21.842800508753147,21.553735496045654,21.445207834484965
122,23.70794562747103,21.842937920322356,21.551819727188334,21.445834820887555
123,23.70794562747103,23.05447492515974,23.103159614852412,22.97841426969171
124,23.70794562747103,23.224313694694057,23.101244612302636,23.21081213476737
125,23.70794562747103,23.603219360031304,23.4781896881307,23.541286960935768
126,23.70794562747103,23.6007750489296,23.478252588828713,22.586517011368063
127,23.70794562747103,23.600906256778956,23.47630006754898,22.586608080001557
128,23.70794562747103,23.6010400887853,23.474308495843655,22.58670097000772
129,23.70794562747103,23.60117659743177,23.472277092704218,22.586795717814002
130,23.70794562747103,23.268473890392336,23.13799753388769,22.586892360576417
131,23.70794562747103,23.268615913988125,23.13588406206142,22.586990936194077
132,23.70794562747103,23.26876077805583,23.120205537399645,22.546072604714162
133,23.70794562747103,23.26890853940489,22.242186913359983,23.4315021137219
134,23.70794562747103,23.269059255980928,22.242199022514544,23.42925928051209
135,23.70794562747103,23.268905525073368,22.242186671176892,23.431546970386094
136,23.70794562747103,23.268754868783958,22.24217456686599,23.434317923843395
137,23.70794562747103,22.93637774620915,21.975668562237352,22.20983145141911
138,23.70794562747103,22.93660134077623,21.976309750635494,22.210432202524963
139,23.70794562747103,23.007745549524163,21.9769637628016,22.21104496865293
140,23.70794562747103,23.008772874962204,21.976115859259597,22.356974815339157
141,23.70794562747103,23.009065732374754,21.97530950522319,22.3565549781001
142,23.70794562747103,23.008806700930155,21.974675497965332,22.35594144088727
143,23.70794562747103,22.96276330700397,22.143730064893003,22.356542707355842
144,23.70794562747103,22.962274040255014,22.142762826164418,22.35918346844404
145,23.70794562747103,22.96137869246074,22.143522556242345,22.352377740489448
146,23.70794562747103,22.961343938616672,22.143083474019377,22.351874456060205
147,23.70794562747103,22.961590077898954,22.143681646521028,22.352446572517312
148,23.70794562747103,22.95696388974395,22.14591274678252,22.351863013731062
149,23.70794562747103,22.95671784891738,22.14531481354987,22.351291126120536
150,23.70794562747103,22.956476728907337,22.14472883898187,22.350730676262216
151,23.70794562747103,22.908508727887092,22.096053943153212,22.30296381688639
152,23.70794562747103,22.908296962021293,22.095543916187644,23.26205413295326
153,23.70794562747103,22.90850449256978,22.0960437426139,23.262545185384894
154,23.70794562747103,22.90829281141032,22.722151190933488,23.209019610615297
155,23.70794562747103,22.908085363874054,22.723844345941277,23.208429994166107
156,23.70794562747103,22.90788206528851,22.72550363784891,23.2078521700459
157,23.70794562747103,22.90768283267468,22.727129743918393,23.2072859024081
158,23.70794562747103,22.907878080636234,22.7255361599703,23.207840844693145
159,23.70794562747103,22.915964556658043,22.72550182878864,23.2072748035624
160,23.70794562747103,22.91576938679567,22.727094775303154,23.206720083254265
161,23.70794562747103,22.915960653260793,22.72553368771893,22.8814669188655
162,23.70794562747103,21.53089329685772,21.37915171547093,21.402711537176
163,23.70794562747103,21.53109229048804,21.382201342437508,21.40327712556441
164,23.70794562747103,21.53129526399096,21.38054470380443,21.403854025720584
165,23.70794562747103,21.531502296963936,21.308138752785496,21.404442463879885
166,23.70794562747103,21.5312911233315,21.30986231961935,21.447634659412905
167,23.70794562747103,21.53149807349129,21.308173224122175,21.448222862196946
168,23.70794562747103,21.531709162654273,21.306450346715053,21.388525775079984
169,23.70794562747103,21.53192447360052,21.30469301175979,21.389361833902885
170,23.70794562747103,21.531704856435347,21.306485493414158,21.388509053903526
171,23.70794562747103,21.531920081257216,21.304728861392878,21.389344778302895
172,23.70794562747103,21.46665233984548,21.302937096731174,21.390197217190256
173,23.70794562747103,21.733150000870207,21.38059123744574,21.38932772952515
174,23.70794562747103,21.75233383574072,21.38011450506116,21.388260631134113
175,23.70794562747103,21.75227584074562,21.37826394448458,21.389091387078096
176,23.70794562747103,21.73929097676082,21.37637637269646,21.38444570398037
177,23.70794562747103,21.739230638767914,21.37445104947258,21.40986505056304
178,23.70794562747103,21.739169094015153,21.372487219784222,21.410746655416844
179,23.70794562747103,21.739106318367337,21.370484113502098,21.41164589236772
180,23.70794562747103,21.97871289354888,21.63481691215437,20.755532366481116
181,23.70794562747103,21.978778205332866,21.63690094393029,20.758620288476394
182,23.70794562747103,21.312572621799735,20.854837000397833,20.680127565508084
183,23.70794562747103,21.314975319866072,20.855195517586697,20.681025568828606
184,23.70794562747103,21.11196412252273,20.842514067872663,20.944472479622753
185,23.70794562747103,21.109464355454513,20.842141066589367,20.984995249603617
186,23.70794562747103,22.63487820901643,21.37169315742828,22.558927958549507
187,23.70794562747103,22.63597076723772,21.373770969799793,22.559724182040803
188,23.70794562747103,21.719072776822046,20.495735872436526,21.644037962309724
189,23.70794562747103,21.721643807514376,20.496158568933343,21.645075759922673
190,23.70794562747103,21.724266258820553,20.496589719360095,21.64631783792752
191,23.70794562747103,21.721591358488254,20.49614994592481,21.645238113291008
192,23.70794562747103,21.72421276081391,20.496580923891393,21.66092698758133
193,23.70794562747103,21.728643247262244,20.497197431605553,21.662069177830787
194,23.70794562747103,21.761923819252885,20.49674550392535,21.660967041279136
195,23.70794562747103,21.761167847971464,20.496439801078143,21.661345459124366
196,23.70794562747103,20.871287572646594,20.48727738734453,20.773896384762477
197,23.70794562747103,20.876742818254236,20.49082009323073,20.774051424139476
198,23.70794562747103,21.756918978231045,21.373729180458955,21.655385690002685
199,23.70794562747103,21.75420928063746,21.37316272712451,21.654277474461797
200,23.70794562747103,21.75686478427917,21.373717851392264,21.655363525691865
201,23.70794562747103,21.759573397993716,22.893529697001796,23.1831337713662
202,23.70794562747103,21.76233618398255,22.875823791330166,23.16721592169746
203,23.70794562747103,21.765154225691163,22.876412893644105,23.168368447951213
204,23.70794562747103,21.768028628233946,22.87701377800432,23.169544024730047
205,23.70794562747103,21.770960518827582,22.877626680051737,23.170743113044452
206,23.70794562747103,21.76796999042207,22.87700151996337,23.169520042963757
207,23.70794562747103,21.770900708259475,22.87761417684997,23.17071865164284
208,23.70794562747103,21.601278606224085,21.875946936919092,22.01095384288232
209,23.70794562747103,21.604365855800484,21.876559348742944,22.012151972117934
210,23.70794562747103,21.60751485036841,21.877184008803265,22.013374063938254
211,23.70794562747103,21.604302875909127,21.876546855541736,22.012127530281525
212,23.70794562747103,21.60115514093903,21.875922445345438,22.010905927297934
213,23.70794562747103,21.604239921209725,21.876534367337808,22.012103098221854
214,23.70794562747103,22.523936071486883,21.877668589909387,22.02235622181342
215,23.70794562747103,22.52072666609325,21.87703194626852,22.021110685184173
216,23.70794562747103,22.52387188337901,22.804846891901015,22.013379965040727
217,23.70794562747103,22.52257367083447,22.80548328088442,22.014625003455322
218,23.70794562747103,22.519301386770366,22.804834164121345,22.013355064272435
219,23.70794562747103,22.522508225153185,22.824234766209692,22.014599604671666
220,23.70794562747103,22.53146569748989,23.7814426346844,22.949285338487126
221,23.70794562747103,22.524309817497187,23.77703851257476,22.94764320332208
222,23.70794562747103,22.521040150736773,23.776389915001236,22.946374279887348
223,23.70794562747103,22.52424442416198,23.777025540623285,22.94436056005783
224,23.70794562747103,22.52751278305569,23.77767387875778,22.94562897592319
225,23.70794562747103,22.58780961367665,24.124415886542312,23.03767485502055
226,23.70794562747103,22.534246909720302,23.760597222938518,23.085305570646835
227,23.70794562747103,22.53077850111542,23.759804645761964,23.10402192655069
228,23.70794562747103,22.5341775415482,23.756655603641274,23.101415718014582
229,23.70794562747103,22.537644562789644,23.757447863786957,22.96368629436566
230,23.70794562747103,22.541180924455908,23.758255969135554,22.96505871930093
231,23.70794562747103,22.545705507402786,23.760939544144563,22.97681142606335
232,23.70794562747103,22.54938473808037,23.810299534137833,22.978239296966002
233,23.70794562747103,23.1390918347544,23.811157101998607,23.948944176239646
234,23.70794562747103,23.142919706351357,23.81203158701343,24.08868661235691
235,23.70794562747103,23.146824135380253,23.812923800615778,24.090201880381777
236,23.70794562747103,24.099239913637685,23.81261025169828,24.08958057194712
237,23.70794562747103,24.10318693397891,23.813514038594327,24.091113719163786
238,23.70794562747103,24.10954010231239,23.82010390972715,24.089318358862453
239,23.70794562747103,24.105433622349384,23.819163609840498,24.087723272498227
240,23.70794562747103,24.109457972713127,23.82008510372942,24.089286457135167
241,23.70794562747103,24.111163740558474,23.823789474569356,24.090880905464847
242,23.70794562747103,24.115350674676915,23.82474819681138,24.092507242761112
243,23.70794562747103,24.111080001876108,23.823770300124515,24.08817880682481
244,23.70794562747103,24.10689474253131,23.822811961371386,23.966568319556544
245,23.70794562747103,24.102793188373415,23.821872789393325,23.964783508748685
246,23.70794562747103,24.09877366529868,23.820952400854814,23.96303439415698
247,23.70794562747103,24.10271279791192,23.821854381622547,23.964748526456848
248,23.70794562747103,24.17837159476312,23.986486066169107,24.001535742614468
249,23.70794562747103,24.182701987893903,23.986786229290026,24.003397942617468
250,23.70794562747103,24.18205799542036,23.986508928706474,24.00232138496534
251,23.70794562747103,24.228608402975613,24.101820262753307,24.004199297815358
252,23.70794562747103,24.233098115326698,25.131133341389038,25.020801848830228
253,23.70794562747103,24.2376776219248,25.131918829492008,25.022755629359384
254,23.70794562747103,24.200208925423585,25.013333184573966,25.024748485499124
255,23.70794562747103,24.20497608769497,25.014145147737754,25.026781198761665
256,23.70794562747103,24.209838593211785,25.01497335016481,25.028854566289453
257,23.70794562747103,24.214798348838933,25.01581811664041,25.03096940116779
258,23.70794562747103,24.219857299578624,25.016679778445525,25.033126532743708
259,23.70794562747103,24.214697169824138,25.015800883404307,25.03092625853628
260,23.70794562747103,24.209640242664744,25.01493956626392,25.028769989813
261,23.70794562747103,24.20909234359422,25.00863098170601,25.030654018330104
262,23.70794562747103,24.2139490164381,25.00945819068764,25.03272489881194
263,23.70794562747103,24.208995210137342,25.00861443752638,25.03061260072047
264,23.70794562747103,24.204140479962597,25.007787559428337,25.02854254859082
265,23.70794562747103,24.20889811553385,25.008597899964414,25.030571199677873
266,23.70794562747103,22.635905086983044,23.377559861571815,22.445147163130102
267,23.70794562747103,22.597241078655227,23.377584286757635,22.444809557515914
268,23.70794562747103,22.602190296894626,23.378427853555085,22.446913413994597
269,23.70794562747103,22.607238499498823,23.37928829168849,22.44905934760286
270,23.70794562747103,22.602089332842546,23.378410644792417,22.446870495322433
271,23.70794562747103,22.607135516165695,23.379270738750566,22.44901557055725
272,23.70794562747103,22.61228262315531,23.332963237091818,22.4051669709847
273,23.70794562747103,22.617532672284714,23.333858078845875,22.40877158585499
274,23.70794562747103,21.698389209432246,22.381843544049932,21.489055474494105
275,23.70794562747103,21.703637158541998,22.382738027867287,21.491286318073897
276,23.70794562747103,21.69828425045005,21.647575999047994,21.605425120197214
277,23.70794562747103,21.70353010038016,21.65366657597374,22.521985085930215
278,23.70794562747103,21.69817933345145,21.647454187509478,22.5199211848728
279,23.70794562747103,21.703423085041585,21.653542328204455,22.521943807909064
280,23.70794562747103,21.708771711663527,21.659752231713334,22.52400688340606
281,23.70794562747103,21.583658171898506,21.781211077753763,21.588722523636807
282,23.70794562747103,21.58893114428928,21.78759615062334,21.590399442765786
283,23.70794562747103,22.503385299984135,21.794108924950304,21.59210990027734
284,23.70794562747103,22.5088713004595,21.800751954763815,21.59385456693913
285,23.70794562747103,22.50327557997463,21.793976064354034,21.592075006944103
286,23.70794562747103,22.612539189923446,21.81728590527245,21.636077741398104
287,23.70794562747103,22.62020826819759,22.7368152822818,22.560147993941627
288,23.70794562747103,22.62803072803722,22.744063983090147,23.52475698071285
289,23.70794562747103,22.636009637073645,22.760712198100336,23.52572778009735
290,23.70794562747103,23.591259635940123,22.768253746421344,24.520038392616065
291,23.70794562747103,23.599560892901614,22.77594612570877,24.521048412295695
292,23.70794562747103,23.591093610800893,22.76593356942265,24.520018192222473
293,23.70794562747103,22.65235540233069,22.773386357646388,25.562998198179876
294,23.70794562747103,22.658353434634893,22.76554326926396,25.561968390194682
295,23.70794562747103,22.66357577449248,24.321285965453157,25.56249941929269
296,23.70794562747103,22.671974838573753,24.329071641785237,25.563519251700136
297,23.70794562747103,22.676579018479842,24.32809758858778,25.56376431587444
298,23.70794562747103,23.563353276228916,24.887022535246537,25.235985959824717
299,23.70794562747103,23.5844807012296,24.89027962059512,25.516992402664275
300,23.70794562747103,23.584347492491357,24.890185143317975,25.516866094712206
301,23.70794562747103,23.584385291424294,24.89350548082799,23.170698648931314
302,23.70794562747103,23.58442384633589,24.896892225088205,23.184950971375272
303,23.70794562747103,23.584463172345725,24.900346704233627,23.19948834026812
304,23.70794562747103,23.58450328487575,24.903870272961953,23.21431645653882
305,23.70794562747103,23.58454419965638,24.90746431306485,23.229441135134934
306,23.70794562747103,23.584585932732622,24.9111302339698,25.526373686571105
307,23.70794562747103,23.584543364994857,24.90739099464675,25.524676336011144
308,23.70794562747103,23.76015209498641,24.903726540110156,25.52301293246238
309,23.70794562747103,23.76209567709894,24.900135374664302,25.521382796984597
310,23.70794562747103,23.760190966628663,24.903654716801242,25.522980329752826
311,23.70794562747103,23.758248161948984,24.910298751781525,25.526612927088294
312,23.70794562747103,23.760229822722255,24.90663722822225,25.52495085399623
313,23.70794562747103,23.75828779516445,24.910225521310338,25.52657968562645
314,23.70794562747103,23.756306927055483,24.913885580260192,25.528241093889285
315,23.70794562747103,23.75428644158434,24.917618840389036,25.529935730317376
316,23.70794562747103,23.75634733676491,24.91381091505761,25.48024777728876
317,23.70794562747103,23.758367014041866,24.9261362688488,25.473952567390036
318,23.70794562747103,23.760346297773278,24.9224791373605,25.471819027869216
319,23.70794562747103,23.762285995830066,24.918895148501967,25.46972815913881
320,23.70794562747103,23.76418689992572,24.899325718804615,25.46694873756785
321,23.70794562747103,23.762324013911982,24.902767781704355,25.46895680789653
322,23.70794562747103,23.760423870177966,24.906278685862084,25.471005039631777
323,23.70794562747103,22.922832418344775,24.90985980810297,25.47309423600173
324,23.70794562747103,22.930485514801262,25.75359795750849,25.475225216299087
325,23.70794562747103,22.92675136661361,25.758968365024273,25.473051616395786
326,23.70794562747103,23.098269936175583,25.843097850161598,25.483213367805682
327,23.70794562747103,23.10538541266439,25.83677279359034,24.44986430593464
328,23.70794562747103,23.05370825949693,25.75342449534941,23.324806923201397
329,23.70794562747103,23.054060182939168,25.753086426771553,23.324991752574228
330,23.70794562747103,23.054060182939168,25.753086426771553,24.382443949977798
331,23.70794562747103,23.054060182939168,25.753086426771553,24.382443949977798
332,23.70794562747103,23.05424572284074,25.748646328942545,24.383005842494313
333,23.70794562747103,23.053741708040185,25.749066262210697,24.495950297844587
334,23.70794562747103,23.05260213220896,25.7500755730444,23.440389992480544
335,23.70794562747103,23.059337322830757,25.744354305759117,24.434030727806274
336,23.70794562747103,23.042706490632945,23.65458173325988,24.428477174425467
337,23.70794562747103,23.04943898717849,23.648862754481513,24.43087962240537
338,23.70794562747103,23.049448746073836,23.64302939612758,24.43562925656045
339,23.70794562747103,23.04244425666785,23.64897942164859,24.433129749682156
340,23.70794562747103,23.998808430548507,23.654810446659184,24.04427235406728
341,23.70794562747103,24.005535542174016,23.649096042148802,24.046815287741524
342,23.70794562747103,24.01239719603204,23.643267349548218,24.041292061912216
343,23.70794562747103,24.005398309096858,23.649212616000813,23.914724477340506
344,23.70794562747103,24.00091231514603,23.65503897712436,23.918457855367834
345,23.70794562747103,24.007633739825174,23.60086011682163,24.64473087807619
346,23.70794562747103,24.00077788665245,23.60599989054817,24.658046831365198
347,23.70794562747103,23.99405915054318,23.61103686880018,24.67109646558842
348,23.70794562747103,24.000643511930264,23.588755252398087,24.63965963731083
349,23.70794562747103,24.00735956054509,23.583720288937375,24.626615222941297
350,23.70794562747103,24.01183762093422,23.57858462620745,24.610608584819325
351,23.70794562747103,24.005478991835737,23.583823002191973,24.009354574147928
352,23.70794562747103,23.998631050311175,23.58895661065681,24.01447713954026
353,23.70794562747103,24.005342033005242,23.61131522330735,24.032374198572576
354,23.70794562747103,23.99849683065729,23.616446778328797,23.271286131690097
355,23.70794562747103,24.00520512895828,23.611417854407776,23.263205758046016
356,23.70794562747103,23.99836266469127,23.616547356807217,23.271447739162973
357,23.70794562747103,24.01151220633536,23.60718814232834,23.263370597668356
358,23.70794562747103,24.004672479054058,23.61231559292682,23.271609281992866
359,23.70794562747103,23.997969546318377,23.61734049451333,23.279683192630888
360,23.70794562747103,24.00453842039934,23.753130755230558,23.402909825878435
361,23.70794562747103,23.997838168836758,23.759908527184006,23.41277218758102
362,23.70794562747103,23.991271922305422,24.63702931616306,24.635207589936662
363,23.70794562747103,23.02048106366457,22.596355065606325,23.818091181364164
364,23.70794562747103,23.003639803313856,22.597841659372854,23.833643302986562
365,23.70794562747103,22.987135368170158,22.590381255322917,23.83558084508803
366,23.70794562747103,23.003309714610978,22.597692451291856,23.881620537226247
367,23.70794562747103,23.01980754798062,22.936385033236583,23.879683770141618
368,23.70794562747103,23.036635338017653,22.94399160152267,23.877708267715303
369,23.70794562747103,23.019470992179883,22.936232901870863,23.87972328019015
370,23.70794562747103,23.0362920511009,22.46510143290429,23.877748567964794
371,23.70794562747103,23.05344953120034,22.47853584420906,23.875734361494942
372,23.70794562747103,23.035948901498912,22.464832744678198,23.87778885209419
373,23.70794562747103,23.05309951860631,22.478261782218443,23.875775451306925
374,23.70794562747103,23.070593148055856,22.488095877567982,23.875067572544136
375,23.70794562747103,23.088436650094398,22.499167003064947,23.870615367815276
376,23.70794562747103,23.070236278015088,22.48491600099494,23.746213881262946
377,23.70794562747103,23.08807264265281,22.49888198302355,23.74409020877059
378,23.70794562747103,23.069879550722334,22.484636681354367,24.763353969700574
379,23.70794562747103,23.118417287604807,22.498597076990166,23.744100401110906
380,23.70794562747103,23.105894595507905,22.51283668053868,23.743590987941936
381,23.70794562747103,23.124444126495487,22.527361076158165,23.74307138650959
382,23.70794562747103,23.172970401317755,22.47415613696155,23.744073082546763
383,23.70794562747103,23.14575377661522,22.490281890875416,23.772433183827978
384,23.70794562747103,23.16128297204729,22.502920333040528,23.749439376141233
385,23.70794562747103,23.140993178363537,22.486219322019167,23.750425398969035
386,23.70794562747103,23.142298960557618,22.487359518817897,23.75035610535177
387,23.70794562747103,23.16220907401157,22.503749313554806,23.74938841710818
388,23.70794562747103,23.182517389734606,22.520466904186456,22.87211840271287
389,23.70794562747103,23.203231871772104,22.53751884663074,22.839727765494846
390,23.70794562747103,23.704262687941736,22.52012586533757,22.785011044954576
391,23.70794562747103,23.716992865159277,22.537170987004878,22.79837448333491
392,23.70794562747103,23.729977645921174,22.554557011105526,22.81200519048285
393,23.70794562747103,23.743222122298306,22.57229075568819,22.986418265112555
394,23.70794562747103,22.848759967067263,22.657777826321365,22.972236877395837
395,23.70794562747103,22.855055321894756,22.665922904890465,22.979583394807328
396,23.70794562747103,22.842871836005173,22.649740773652525,22.965538704496716
397,23.70794562747103,22.830932019833384,22.63388228503934,22.951774907992316
398,23.70794562747103,22.83224208272125,22.638216613542163,22.950406526872477
399,23.70794562747103,22.829567877545244,22.63466643321362,22.94721327561538
400,23.70794562747103,22.82790027095716,22.622973497177036,22.94662508600532
401,23.70794562747103,21.93240426806804,22.642492876023354,22.96340612997401
402,23.70794562747103,21.933663734548624,22.644135064966033,22.964944065852556
403,23.70794562747103,21.934348659100046,22.645051792367482,22.965749346459596
404,23.70794562747103,21.935295376035178,22.646323624271844,22.96686198107333
405,23.70794562747103,21.913412359548452,22.63051909468583,22.928247713345286
406,23.70794562747103,21.916472465401732,22.646040866588233,22.97454724049488
407,23.70794562747103,21.904749432451066,22.49197684454034,22.96102368954836
408,23.70794562747103,21.893260860159412,22.47447291200436,22.94777060962077
