Attack_Day,Window_Size,Sharpe_Before_Attack,Sharpe_After_Attack
0,50,1.3935228798586035,1.3935228798586035
0,40,1.3935228798586035,1.3935228798586035
0,30,1.3935228798586035,1.3935228798586035
1,50,1.3935228798586035,1.3935228798586035
1,40,1.3935228798586035,1.3935228798586035
1,30,1.3935228798586035,1.3935228798586035
2,50,1.3935228798586035,1.3935228798586035
2,40,1.3935228798586035,1.3935228798586035
2,30,1.3935228798586035,1.3935228798586035
3,50,1.3935228798586035,1.3935228798586035
3,40,1.3935228798586035,1.3935228798586035
3,30,1.3935228798586035,1.3935228798586035
4,50,1.3935228798586035,1.3838686939316145
4,40,1.3935228798586035,1.3838686939316145
4,30,1.3935228798586035,1.3838686939316145
5,50,1.3935228798586035,1.3838686939316145
5,40,1.3935228798586035,1.3838686939316145
5,30,1.3935228798586035,1.3838686939316145
6,50,1.3935228798586035,1.3838686939316145
6,40,1.3935228798586035,1.3838686939316145
6,30,1.3935228798586035,1.3838686939316145
7,50,1.3935228798586035,0.14015163943513126
7,40,1.3935228798586035,0.14015163943513126
7,30,1.3935228798586035,0.14015163943513126
8,50,1.3935228798586035,0.14015163943513126
8,40,1.3935228798586035,0.14015163943513126
8,30,1.3935228798586035,0.14015163943513126
9,50,1.3935228798586035,0.14015163943513126
9,40,1.3935228798586035,0.14015163943513126
9,30,1.3935228798586035,0.14015163943513126
10,50,1.3935228798586035,0.2946726446268321
10,40,1.3935228798586035,0.2946726446268321
10,30,1.3935228798586035,0.2946726446268321
11,50,1.3935228798586035,1.4503799245386053
11,40,1.3935228798586035,1.4503799245386053
11,30,1.3935228798586035,1.4503799245386053
12,50,1.3935228798586035,1.4503799245386053
12,40,1.3935228798586035,1.4503799245386053
12,30,1.3935228798586035,1.4503799245386053
13,50,1.3935228798586035,1.4503799245386053
13,40,1.3935228798586035,1.4503799245386053
13,30,1.3935228798586035,1.4503799245386053
14,50,1.3935228798586035,1.4503799245386053
14,40,1.3935228798586035,1.4503799245386053
14,30,1.3935228798586035,1.4503799245386053
15,50,1.3935228798586035,1.4568785043418055
15,40,1.3935228798586035,1.4568785043418055
15,30,1.3935228798586035,1.4578653563476471
16,50,1.3935228798586035,1.4568785043418055
16,40,1.3935228798586035,1.4568785043418055
16,30,1.3935228798586035,1.4578653563476471
17,50,1.3935228798586035,1.4568785043418055
17,40,1.3935228798586035,1.4568785043418055
17,30,1.3935228798586035,1.4578653563476471
18,50,1.3935228798586035,1.4568785043418055
18,40,1.3935228798586035,1.4568785043418055
18,30,1.3935228798586035,1.4578653563476471
19,50,1.3935228798586035,-0.27584600126265185
19,40,1.3935228798586035,-0.27584600126265185
19,30,1.3935228798586035,1.4578653563476471
20,50,1.3935228798586035,0.9082175530772727
20,40,1.3935228798586035,0.9082175530772727
20,30,1.3935228798586035,0.07129389544649302
21,50,1.3935228798586035,0.7937168236748761
21,40,1.3935228798586035,0.7937168236748761
21,30,1.3935228798586035,1.068018008274082
22,50,1.3935228798586035,-0.44325467024718385
22,40,1.3935228798586035,-0.44325467024718385
22,30,1.3935228798586035,-0.5144410414116363
23,50,1.3935228798586035,-0.44325467024718385
23,40,1.3935228798586035,-0.44325467024718385
23,30,1.3935228798586035,-0.5144410414116363
24,50,1.3935228798586035,-0.44325467024718385
24,40,1.3935228798586035,-0.44325467024718385
24,30,1.3935228798586035,-0.5144410414116363
25,50,1.3935228798586035,-0.44325467024718385
25,40,1.3935228798586035,-0.44325467024718385
25,30,1.3935228798586035,-0.5144410414116363
26,50,1.3935228798586035,-0.44325467024718385
26,40,1.3935228798586035,-0.44325467024718385
26,30,1.3935228798586035,-0.5144410414116363
27,50,1.3935228798586035,-0.44325467024718385
27,40,1.3935228798586035,-0.44325467024718385
27,30,1.3935228798586035,-0.5144410414116363
28,50,1.3935228798586035,-0.44325467024718385
28,40,1.3935228798586035,-0.44325467024718385
28,30,1.3935228798586035,-0.5144410414116363
29,50,1.3935228798586035,-0.44325467024718385
29,40,1.3935228798586035,-0.44325467024718385
29,30,1.3935228798586035,-0.5144410414116363
30,50,1.3935228798586035,1.2686776096971764
30,40,1.3935228798586035,1.2686776096971764
30,30,1.3935228798586035,-0.5711578046557335
31,50,1.3935228798586035,1.2664403120431453
31,40,1.3935228798586035,1.2664403120431453
31,30,1.3935228798586035,-0.5711002017904315
32,50,1.3935228798586035,1.2531079090252912
32,40,1.3935228798586035,1.2531079090252912
32,30,1.3935228798586035,-0.5726515005561924
33,50,1.3935228798586035,-0.3712146418854424
33,40,1.3935228798586035,1.0055066272163626
33,30,1.3935228798586035,-0.6154672511602701
34,50,1.3935228798586035,0.7697893668011428
34,40,1.3935228798586035,-0.7973542174079402
34,30,1.3935228798586035,1.0791537267354776
35,50,1.3935228798586035,0.7698523280404749
35,40,1.3935228798586035,-0.7973542174079402
35,30,1.3935228798586035,1.0791537267354776
36,50,1.3935228798586035,0.7698523280404749
36,40,1.3935228798586035,-0.7973542174079402
36,30,1.3935228798586035,1.0791537267354776
37,50,1.3935228798586035,0.7698523280404749
37,40,1.3935228798586035,-0.7973542174079402
37,30,1.3935228798586035,1.0791537267354776
38,50,1.3935228798586035,0.7698523280404749
38,40,1.3935228798586035,-0.7973542174079402
38,30,1.3935228798586035,1.0791537267354776
39,50,1.3935228798586035,0.7698523280404749
39,40,1.3935228798586035,-0.7973542174079402
39,30,1.3935228798586035,1.0791537267354776
40,50,1.3935228798586035,0.7698523280404749
40,40,1.3935228798586035,-0.7973542174079402
40,30,1.3935228798586035,1.0791537267354776
41,50,1.3935228798586035,1.7416148771204454
41,40,1.3935228798586035,-0.049548798997936114
41,30,1.3935228798586035,1.0791537267354776
42,50,1.3935228798586035,1.7416148771204454
42,40,1.3935228798586035,-0.049548798997936114
42,30,1.3935228798586035,1.0791537267354776
43,50,1.3935228798586035,1.7416148771204454
43,40,1.3935228798586035,-0.049548798997936114
43,30,1.3935228798586035,1.0791537267354776
44,50,1.3935228798586035,0.29247882017849414
